name,province,company,langue,date_naissance,agee,age_permis,numeropol
Billy Curtis,Quebec,"Mcmillan, Cunningham and Clark",en,1953-05-22,64,30,1799
Karen Wilson,Prince Edward Island,"Turner, Rowland and Washington",fr,1963-02-09,54,22,1803
Paul Woods,Saskatchewan,Cook Group,en,1945-10-03,71,29,1805
Christopher Gallagher,Yukon Territory,Saunders-Travis,fr,1990-02-19,27,27,1838
David Johnson,New Brunswick,Alvarez-Stevens,fr,1991-04-05,26,18,1843
Christopher Chambers,Alberta,"Hill, Glover and Todd",fr,1951-10-18,65,33,1847
Mary Barnett,Prince Edward Island,Davis LLC,fr,1980-07-09,36,30,1849
Justin Simpson,Alberta,Berry-Miller,fr,1978-02-23,39,21,1851
Micheal Richardson,Nunavut,"Howard, Brown and Thomas",fr,1964-12-06,52,26,1855
Andrea Alvarez,New Brunswick,King and Sons,fr,1957-12-21,59,29,1870
Terry Miller,Ontario,Walters LLC,en,1991-11-18,25,21,1872
Kelly Mcgee,Newfoundland and Labrador,"Sheppard, Wilson and Gomez",fr,1959-11-01,57,23,1879
Justin Wright,Manitoba,Rich-Johnson,en,1999-12-12,17,17,1883
Rita Hudson,New Brunswick,"Norris, Mitchell and Chavez",en,1973-03-05,44,24,1888
Gary Chang,New Brunswick,"Murray, Garcia and West",fr,1987-07-27,29,20,1893
Anthony Smith,Alberta,"Gonzalez, Mccoy and Turner",en,1991-04-24,26,20,1906
Anthony Shepard,Alberta,Miller-Ramirez,en,1955-11-02,61,33,1923
Vincent Wilson,New Brunswick,Garcia-Poole,en,1946-08-16,70,31,1930
Jessica Ware,Alberta,"Roberts, Bowers and Murphy",fr,1980-04-14,37,21,1934
Michael Flores,Saskatchewan,Randall-Malone,fr,1997-12-03,19,17,1938
Kari Davenport,Quebec,"Gomez, Hall and Herring",en,1947-07-25,69,23,1969
Charles Roth,Newfoundland and Labrador,Trevino Group,fr,1964-12-31,52,18,1975
Maria Peters,Yukon Territory,Williams-Gilmore,en,1945-09-28,71,25,1984
Nina Joyce,Northwest Territories,Benton and Sons,en,1942-03-12,75,17,1988
Derrick Campbell,Alberta,"Contreras, Nelson and Strickland",fr,1982-07-24,34,21,2000
Gregory Simon,New Brunswick,"Cruz, Howard and Smith",en,1985-06-22,31,31,2001
Thomas Wright,New Brunswick,Gill-Hernandez,en,1970-11-16,46,30,2002
Jasmine Torres,Quebec,Bennett-Taylor,fr,1961-03-07,56,31,2025
Robert Gibbs,Northwest Territories,Diaz Inc,fr,1965-05-10,52,18,2050
Gary Gordon,Nova Scotia,"Elliott, Harris and Lee",en,1966-05-26,51,27,2054
Michael Sandoval,Quebec,"Blake, Morrow and Williams",fr,1993-10-05,23,23,2066
Dennis Johnson,Newfoundland and Labrador,"Mills, Stark and Stewart",fr,1973-02-21,44,29,2068
Charles Herrera,Yukon Territory,"Jones, Carroll and Clark",en,1948-06-12,68,18,2076
Carmen Lynch,Alberta,Maxwell Inc,en,1971-09-11,45,30,2077
Donald Jackson,New Brunswick,"Hahn, Barrett and Burns",fr,1989-03-06,28,28,2085
Michael Wyatt,Ontario,Bradford LLC,en,1944-04-30,73,33,2106
Melvin Weaver,British Columbia,"Moore, Flynn and Gomez",en,1956-06-18,60,34,2109
Gloria Garrett,Saskatchewan,Goodwin Group,fr,1994-12-15,22,22,2112
Cynthia Jones,Ontario,Callahan-Gomez,fr,1942-06-26,74,28,2113
Mrs. Ashley Weber,Alberta,"White, Hernandez and Giles",en,1991-08-18,25,20,2123
Margaret Pierce,Nova Scotia,Rodriguez and Sons,en,1986-02-01,31,31,2129
George Rogers,Newfoundland and Labrador,Lane Group,fr,1946-10-02,70,20,2134
Amy Black,Yukon Territory,Hutchinson-Smith,fr,1993-05-01,24,24,2141
Brian Jones,Manitoba,Webster-Chen,en,1949-12-28,67,19,2160
Daniel Hardin,British Columbia,"Christensen, Levy and Steele",fr,1947-06-19,69,30,2162
Jesse Potter,Yukon Territory,"Jensen, Fernandez and Smith",en,1996-08-25,20,20,2165
Jimmy Lewis,British Columbia,"Young, Smith and Harding",fr,1958-07-11,58,29,2166
Elizabeth Jones,Newfoundland and Labrador,"Neal, Green and Hamilton",fr,1942-05-23,75,25,2168
Ryan Hernandez,Manitoba,Mcdowell-Pope,en,1976-06-09,40,33,2169
Adam Jones,Alberta,"Walker, Watson and Cook",fr,1946-08-31,70,28,2193
Ashley Martin,Northwest Territories,"Wong, Todd and Hawkins",en,1991-06-03,25,17,2194
Jeffrey Alexander,Alberta,Gallagher-Cain,en,1985-07-09,31,26,2198
Michelle Taylor,Manitoba,"Matthews, Kelly and Bell",fr,1962-06-01,55,29,2211
Kevin Murphy,Nova Scotia,Donaldson Group,en,1967-09-06,49,18,2215
James Santos,Saskatchewan,"Smith, Bentley and Harrell",en,1992-11-21,24,23,2219
Wendy Robinson,Saskatchewan,"Stanley, Payne and Marsh",en,1991-05-23,26,19,2229
Paul Burgess,Prince Edward Island,"Cortez, Larson and Estrada",fr,1983-01-20,34,20,2231
Julie Sanders,British Columbia,Singh-Paul,en,1959-08-25,57,26,2287
Kelsey Andersen,Ontario,"Brown, Strickland and Smith",en,1960-06-17,56,28,2319
David Gonzales,Alberta,"Wolfe, Lee and Patton",fr,1989-07-02,27,21,2321
Mario Mcclain,Quebec,"Gonzalez, Shields and Mullins",fr,1993-01-22,24,20,2326
Paul Davidson,Nunavut,Campbell-Silva,en,1963-08-15,53,25,2333
Claire Reyes,Newfoundland and Labrador,Walker-Miller,fr,1990-12-05,26,26,2339
Eric Nelson,British Columbia,Dixon-Berger,en,1949-09-22,67,29,2348
Erin Ford,Quebec,Anderson Group,fr,1950-03-15,67,29,2360
Bethany Mcneil,Prince Edward Island,"Conley, Whitehead and Cox",en,1960-04-17,57,17,2379
Nina Alvarez,New Brunswick,"Jefferson, Turner and Robles",fr,1962-02-08,55,22,2382
Brittany King,Nova Scotia,Mcpherson Inc,fr,1998-11-04,18,18,2413
Mrs. Brenda Scott MD,Manitoba,Krause-Crawford,fr,1974-01-20,43,22,2417
Emily Davis,Nunavut,Gonzalez-Nguyen,en,1940-11-02,76,19,2429
Kelly Williams,Yukon Territory,Davis-James,fr,1947-08-25,69,23,2444
Dawn Davis,Nova Scotia,"Roach, Good and Shepard",en,1954-11-19,62,25,2450
Kimberly Smith,Prince Edward Island,Brown Ltd,en,1997-03-06,20,20,2458
Rebecca Coleman,Manitoba,Hall-Salinas,fr,1960-12-29,56,22,2459
Rebecca Combs,British Columbia,"Reeves, Wilson and Martinez",en,1971-11-06,45,29,2467
Gregory Payne,New Brunswick,Peterson Ltd,en,1968-10-13,48,24,2476
Daniel Berry,Northwest Territories,"Weaver, Grimes and Contreras",en,1945-09-10,71,21,2477
Hunter Lopez,New Brunswick,Roberts Inc,fr,1989-10-25,27,27,2497
Amy Velez,Ontario,"Thomas, Chen and Williams",fr,1977-01-15,40,26,2498
Paul Brooks,Ontario,Mitchell Ltd,en,1956-08-07,60,24,2500
Barbara Thompson,Quebec,Benson-Taylor,fr,1993-02-23,24,24,2504
John Hernandez,Nunavut,"Ford, Duran and Evans",en,1979-06-28,37,18,2514
Robert Koch,Prince Edward Island,"Lopez, Sanchez and Williamson",en,1943-02-27,74,29,2516
Sean Chavez,Alberta,Fox-Huynh,fr,1979-11-09,37,28,2523
Erin Moore,Ontario,Johnson-Cain,en,1998-09-17,18,18,2525
Jeff Gonzalez,Alberta,Golden-Walters,fr,1995-06-17,21,21,2535
Brian Chen,Manitoba,Evans Group,fr,1989-03-02,28,17,2542
Jonathan Edwards,Saskatchewan,Russo and Sons,en,1991-10-05,25,25,2543
William Chen,Saskatchewan,Jackson-Wallace,fr,1957-09-15,59,26,2556
Andrea Ellis,Alberta,"Hernandez, Middleton and Waller",fr,1952-01-16,65,30,2568
Andrew Farmer,Yukon Territory,George Ltd,fr,1997-02-07,20,18,2597
Elijah Thompson,New Brunswick,Gonzalez-Forbes,fr,1994-04-11,23,17,2608
Stephen Miller,New Brunswick,"Drake, Williams and Daniels",fr,1949-01-21,68,29,2615
Mrs. Kimberly Howard,Ontario,May-Bishop,fr,1944-05-17,73,24,2619
Lisa Andersen,Manitoba,"Berry, Arnold and Smith",fr,1964-09-19,52,29,2629
David Davis,Yukon Territory,Clayton Inc,fr,1963-02-03,54,22,2645
Diane Wilson,Manitoba,"Munoz, Farmer and Hamilton",fr,2000-06-25,16,16,2688
Kathryn Moore,New Brunswick,Nguyen-Hamilton,fr,1966-08-06,50,20,2694
Deanna Walters,Alberta,"Odonnell, Merritt and Booth",fr,1983-06-23,33,20,2733
John Snow,New Brunswick,Smith Group,en,1992-11-23,24,22,2744
Devon Abbott,Manitoba,"Fuller, Kirk and Mcconnell",fr,1957-04-13,60,31,2746
Joshua Dominguez,New Brunswick,Hudson LLC,fr,1961-07-20,55,34,2750
Kelly Lowe,New Brunswick,Gutierrez-Thompson,en,1975-09-17,41,17,2752
Kenneth Hooper,British Columbia,Schmitt Ltd,en,1959-12-03,57,27,2759
Justin Bryant,British Columbia,Hernandez-Wallace,en,1960-12-01,56,26,2768
Kim Simmons,Manitoba,"Green, Powers and David",en,1981-06-01,36,20,2777
Martin Summers,Ontario,Rogers-Williams,en,1998-05-31,19,19,2780
Samantha Rush,Newfoundland and Labrador,"Travis, Reeves and Anderson",fr,1946-08-11,70,22,2781
Mike Luna,Quebec,Anderson Group,en,1969-04-04,48,26,2788
Monica Orr,New Brunswick,"Alvarado, Stafford and Kane",en,1967-08-20,49,18,2795
Aaron Hanson,Saskatchewan,"King, Walton and Jackson",fr,1983-01-11,34,30,2803
Brian Krueger,Prince Edward Island,Coleman-Terry,fr,1965-07-13,51,29,2806
Daniel Vaughn Jr.,Nova Scotia,"Santos, Clark and Carroll",fr,1981-05-06,36,30,2845
David Allen,Quebec,Greene-Wright,fr,1943-02-04,74,28,2848
Terry Martinez,Alberta,Harding-Lowery,fr,1958-02-02,59,31,2850
Deborah Briggs,New Brunswick,Mills Group,fr,1950-05-31,67,22,2855
Anna Howell,Northwest Territories,Johnson-Johnson,fr,1976-06-22,40,25,2864
Timothy Taylor,Nova Scotia,"Hardy, Price and Fisher",en,1980-03-26,37,33,2881
Claudia King,Prince Edward Island,"Rice, Peters and Romero",fr,1990-09-27,26,26,2882
Kristina Perez,Nunavut,Guzman Inc,fr,1964-07-14,52,20,2908
Kimberly Browning,Nova Scotia,Hubbard-Caldwell,en,1996-02-19,21,21,2913
Linda Miller,Quebec,Harvey-Sanchez,fr,1988-08-11,28,27,2927
Cynthia Brady,Nunavut,"Sanders, Thompson and Wiggins",en,1972-02-19,45,32,2930
Kevin Vega,Manitoba,"Morrow, Wallace and Lucas",en,1976-11-03,40,17,2931
Zachary Adams,Nunavut,Kelly-Hull,fr,1942-09-19,74,28,2951
Courtney Ramos,New Brunswick,Walker PLC,en,1952-11-02,64,31,2953
Kelsey Scott,British Columbia,"Miller, Morrison and Simpson",fr,1961-08-08,55,18,2955
Lisa Poole,Northwest Territories,Rodriguez LLC,fr,1961-02-04,56,22,2957
Mrs. Kimberly Harmon,Ontario,Smith-Smith,fr,1964-01-30,53,32,2961
George Reeves,Ontario,Walter-Dennis,en,1961-05-20,56,23,2963
Karen Wallace,Ontario,"Williams, Mckay and Santana",fr,1990-04-08,27,27,2969
David Farley,Prince Edward Island,Martinez-Aguilar,fr,1996-09-01,20,20,2971
James Wright,Nunavut,"Sheppard, Williams and Smith",en,1970-05-02,47,29,2981
Thomas Williams,Northwest Territories,"Hicks, Macias and Ramirez",fr,1957-09-26,59,19,2986
William Harris,Alberta,Flores-Kramer,en,1942-05-22,75,33,3009
Randy Sandoval,New Brunswick,Jackson and Sons,fr,1969-11-27,47,18,3010
Monique Porter,New Brunswick,Ingram Group,en,1962-04-04,55,17,3014
Patricia Gilbert,Manitoba,Jacobson and Sons,fr,1944-11-26,72,35,3015
Nicole Marquez,Prince Edward Island,"Abbott, Fowler and Robinson",en,1997-08-30,19,19,3020
Joshua Grimes,New Brunswick,Harris-Bailey,fr,1953-10-24,63,34,3021
Cody Munoz,Nova Scotia,"Jones, Phillips and Deleon",fr,1992-01-15,25,22,3039
Christine Byrd,New Brunswick,Harrington Inc,en,1980-06-01,37,29,3041
Gregory Nash,New Brunswick,Joyce-Mayo,fr,1997-03-04,20,20,3045
Pamela Cuevas,Alberta,Moore-Esparza,en,1976-01-30,41,21,3050
James Morgan,Prince Edward Island,"Dudley, Arnold and Fields",fr,1987-10-03,29,24,3051
Tricia Robinson,Nunavut,Melendez-Garcia,fr,1946-12-26,70,22,3058
Melinda Jones,Prince Edward Island,"Martinez, Lopez and Mendez",en,1969-05-14,48,31,3062
Lisa Young,Alberta,"Morton, Howell and Madden",fr,1954-03-31,63,34,3085
Alicia Tran,New Brunswick,Chase-Butler,fr,1944-04-07,73,26,3100
Michael Clark,Manitoba,"Franklin, Hoover and Cook",en,1970-02-07,47,34,3104
Danny Anderson,Manitoba,Jordan-Garrison,en,1944-06-19,72,21,3107
Dr. Tiffany Hayes MD,Manitoba,"Jones, Larsen and Reed",en,1948-03-09,69,29,3111
Bonnie Ferrell,Saskatchewan,"Pierce, Bell and Donaldson",en,1945-03-23,72,26,3115
Andre Diaz,Nunavut,"Pena, Mcintyre and Banks",fr,1953-04-28,64,24,3119
Joshua Wilson,New Brunswick,Marshall Inc,fr,1997-08-20,19,19,3120
Shelley Hogan,Prince Edward Island,Wallace-Garrett,en,1946-06-20,70,24,3126
Lisa Anderson,Newfoundland and Labrador,Morris-Colon,fr,2000-02-23,17,17,3141
Taylor Benson,Prince Edward Island,"Miller, Weiss and Newman",en,1953-11-16,63,22,3149
Lisa Ayers,Quebec,"Day, Carter and Stephens",en,1988-09-27,28,28,3165
Brittany Cook,Manitoba,Glenn-Orr,en,1981-06-23,35,34,3204
Timothy Reid,British Columbia,Hall and Sons,fr,1997-07-17,19,19,3222
Melissa Johnson,British Columbia,Peck-Montgomery,en,1978-01-23,39,22,3235
Jennifer Sherman,British Columbia,Jackson-Duarte,fr,1957-12-03,59,24,3240
Laurie Santos,Quebec,Gonzalez Inc,fr,1996-07-28,20,20,3277
Nathan Callahan,Quebec,Martinez-Callahan,fr,1979-09-08,37,24,3279
Brandy Beck,British Columbia,Brown-Fuller,fr,1948-06-04,68,35,3280
Tony Porter,Nova Scotia,Underwood Ltd,fr,1997-05-12,20,20,3287
Belinda Vazquez,Northwest Territories,Butler-Houston,fr,1958-06-16,58,32,3291
Jason Howard,Newfoundland and Labrador,"Hubbard, Arnold and Smith",fr,1943-07-30,73,28,3292
Kelly Hoffman,Manitoba,Davis PLC,fr,1997-02-23,20,20,3302
Brian Walker,New Brunswick,Brown-Tyler,fr,1985-10-03,31,22,3304
Arthur Baker,Prince Edward Island,West-Keller,en,1999-02-25,18,18,3310
Mark Smith,Northwest Territories,Guerrero Inc,en,1965-01-25,52,28,3317
Rachel Williams,Nova Scotia,"Miller, Hart and Marshall",fr,1961-04-18,56,17,3328
Anthony Mann,Saskatchewan,"Gonzalez, Pugh and Strong",fr,1998-04-18,19,19,3331
Michelle Shields,Northwest Territories,"Middleton, Thompson and Carter",fr,1964-05-31,53,31,3398
Juan Lynn,Nunavut,Carter-Rodriguez,fr,1998-06-09,18,18,3400
Dr. Natalie Henderson PhD,Manitoba,Terry Inc,en,1964-03-07,53,23,3402
Caitlin Taylor,Nova Scotia,"Taylor, James and Thompson",fr,1954-02-11,63,19,3409
James Newton,Ontario,"Schwartz, White and Nelson",fr,1968-04-27,49,20,3414
Lindsey Wells,Nova Scotia,Vazquez and Sons,en,1997-03-01,20,20,3438
Theresa Taylor,Yukon Territory,Poole PLC,fr,1982-01-08,35,33,3443
Paul White,New Brunswick,Schmidt-Rodriguez,en,1990-11-01,26,26,3448
Frederick Farmer Jr.,Alberta,"Mcgee, Garcia and Kim",en,1969-11-29,47,24,3450
Shaun Horn,Nunavut,Sanchez-Green,fr,1978-05-29,39,25,3455
Jason Wagner,Ontario,Cardenas Ltd,en,1991-06-15,25,25,3463
Ashley Pierce,Northwest Territories,Porter-Parks,fr,1944-04-26,73,32,3464
Melissa Myers,Nova Scotia,Decker LLC,en,1990-07-10,26,26,3479
Phillip Roberts,British Columbia,Hill-Anthony,en,1979-03-18,38,17,3480
Connie Huber,Quebec,Burton-Rodriguez,fr,1983-08-05,33,33,3492
Bryan Wallace,Nunavut,Love-Guerrero,fr,1981-02-03,36,22,3503
Tony Morales,Yukon Territory,Yates LLC,en,1997-11-02,19,19,3509
Stephanie Torres,Prince Edward Island,Hartman-Thomas,en,1996-06-26,20,20,3511
Jacqueline Jensen,Nova Scotia,Rios-Jimenez,fr,1959-10-11,57,28,3548
Raymond Terry II,Ontario,"Brown, Ramirez and George",fr,1944-12-20,72,22,3552
Alexis Bowman,Nova Scotia,Mccoy-Osborn,en,1954-10-11,62,19,3565
Lisa Simmons,Yukon Territory,Sellers Ltd,fr,1957-09-22,59,21,3574
Evelyn Thomas,British Columbia,"Hartman, Burns and Jones",en,1964-03-29,53,24,3588
Destiny Lee,New Brunswick,Chan and Sons,fr,1973-02-19,44,23,3602
Carol Johnson,Nunavut,Lyons-Jones,fr,1955-03-10,62,18,3608
Michelle Baker,Prince Edward Island,Conley Ltd,en,1966-08-28,50,35,3610
Michelle Davis,Prince Edward Island,"Lawson, Gray and Hopkins",en,1999-02-17,18,18,3637
Michael Morris,Northwest Territories,"Douglas, Gomez and Coleman",fr,1965-09-02,51,23,3641
Kevin Bullock,Alberta,"Gross, Wilson and Franklin",en,1957-12-18,59,33,3649
Kevin Rodriguez,New Brunswick,Brown-Mccoy,fr,1964-02-17,53,21,3651
Timothy Powers,Nunavut,"Bond, Scott and Walker",fr,1946-04-07,71,21,3669
Patty Adams,Ontario,"Woodward, Wilkins and Martinez",fr,1996-03-03,21,21,3672
Sheila Phillips,Saskatchewan,"Morales, Wilson and Brown",fr,1984-01-10,33,20,3677
Tyler Jenkins,Ontario,Larsen-Adams,fr,1943-07-24,73,22,3696
Brent Dawson,New Brunswick,Hester-Boyer,fr,1963-01-18,54,23,3706
Zachary Robinson,Saskatchewan,Hughes Group,en,1994-04-16,23,23,3709
Sarah Tapia,New Brunswick,Brown-Johns,en,1992-08-15,24,24,3717
Samantha Thompson,Alberta,Young-Wagner,fr,1970-10-21,46,18,3718
Mark Ross III,Nunavut,Perez-Owen,fr,1953-01-23,64,34,3728
Patricia Smith,Alberta,Williams Group,fr,1967-01-09,50,31,3735
Kristin Carney,Yukon Territory,Lawson Group,fr,1958-07-25,58,21,3754
Antonio Howard,Northwest Territories,Watts and Sons,fr,1966-02-07,51,22,3782
Ashley Stanton,Prince Edward Island,Baker-Callahan,en,1994-12-14,22,22,3783
Jonathan Wright,British Columbia,Ellison-Richard,en,1943-09-30,73,21,3785
Gary Trevino,Northwest Territories,Boyd-Morales,fr,1984-01-06,33,33,3808
Teresa Smith,Newfoundland and Labrador,Vaughan Group,en,1975-04-19,42,29,3825
Marie Vasquez,New Brunswick,Andrews Group,fr,1962-05-01,55,31,3835
Jose Richardson,Ontario,Mendez Group,en,1988-02-09,29,29,3838
Elizabeth Henderson,Prince Edward Island,Ramirez LLC,en,2000-01-13,17,17,3851
Joseph Moore,Manitoba,"Smith, Foster and Moore",en,1999-06-08,17,17,3856
Sandra Martin,Quebec,Barnett Ltd,en,1961-03-23,56,25,3861
Norman Wilson,Newfoundland and Labrador,Dalton-Jones,fr,1989-01-23,28,26,3868
Leah Salazar,Manitoba,"Perez, Moore and Powell",en,1974-10-18,42,32,3877
Roy Hughes,Newfoundland and Labrador,"Alvarez, Alvarez and Francis",fr,1951-03-09,66,27,3887
Tracey Guzman,Prince Edward Island,Harris PLC,en,1940-12-19,76,23,3909
Anthony Fitzpatrick,Prince Edward Island,King-Evans,fr,1959-04-02,58,20,3914
Dean Davis,Alberta,Myers Group,fr,1959-05-18,58,22,3954
Jill Walker,Nunavut,Carpenter-Ellis,fr,1991-11-13,25,21,3963
Steven Key,Nunavut,"Miller, Moran and Jennings",fr,1969-02-11,48,35,3971
Amy Hernandez,Northwest Territories,Young Inc,en,1943-01-17,74,22,3985
Steve Brown,New Brunswick,"Allison, Haynes and Jones",fr,1968-02-11,49,22,3991
Chad Parker IV,Nova Scotia,Miller Inc,fr,1977-08-29,39,22,4009
Jill Sanford,Yukon Territory,"Anderson, Harris and Bridges",en,1985-04-25,32,25,4013
Angelica Thomas,Yukon Territory,Mooney-Williams,en,1978-08-09,38,29,4031
Joyce Baker,Saskatchewan,Johnson-Carpenter,fr,1995-12-27,21,21,4044
Phillip Foster,Alberta,Maxwell Ltd,fr,1964-01-10,53,20,4047
Bryan Morales,Manitoba,Carter Inc,en,1962-07-04,54,28,4056
Stephanie Tucker,New Brunswick,"Mcdowell, Miller and Walton",fr,1947-06-15,69,27,4064
Tyler Koch,Nunavut,"Hill, Harris and Ortiz",fr,1964-12-09,52,29,4075
Kyle Gonzales,Prince Edward Island,"Smith, Lopez and Peterson",fr,1964-08-30,52,20,4078
Mr. Preston Moore DVM,British Columbia,Arias-White,en,1971-02-04,46,31,4107
Christina Martinez,Ontario,Taylor-Solis,fr,1950-02-10,67,24,4118
James Alexander,Ontario,Smith LLC,fr,1960-10-30,56,32,4120
Veronica Young,Quebec,Davenport Group,fr,1951-08-24,65,21,4129
John Williams,Northwest Territories,"Mack, Ray and Bradley",fr,1991-08-24,25,19,4139
Joseph Hayden,Quebec,"Cox, Peterson and Christensen",en,1992-09-21,24,24,4142
Elizabeth Mendez,Nunavut,Montgomery PLC,fr,1951-07-20,65,30,4150
Angela Jordan,Prince Edward Island,Parker-Wheeler,en,1995-01-21,22,22,4154
Jennifer Sweeney,Ontario,Barajas-Neal,fr,1964-07-29,52,34,4172
Kristin Clark,Alberta,Ramos Group,fr,1960-03-03,57,28,4188
Mario Johns,New Brunswick,Curtis PLC,en,1944-08-24,72,34,4196
Ryan Williams,Prince Edward Island,Wallace-Jimenez,en,1985-08-21,31,26,4208
Barbara Bennett,New Brunswick,Beck-Howard,fr,1956-02-05,61,35,4261
William Gonzalez,Northwest Territories,"Ferguson, Cameron and Thomas",en,1999-02-05,18,18,4262
Jonathon Walker,Nunavut,Beard-Fox,en,1955-05-11,62,17,4296
Lonnie Fox,Nunavut,Newton-Fletcher,fr,1999-11-30,17,17,4309
Jacqueline Wright,New Brunswick,Booth-Tucker,en,1949-07-04,67,27,4311
Brittany Byrd,Ontario,Reynolds-Mathis,en,1964-05-05,53,19,4329
James Jackson,Saskatchewan,Morton-Garrett,fr,1970-06-21,46,29,4352
Samantha James,Newfoundland and Labrador,"Cabrera, George and Barton",fr,1986-12-23,30,28,4355
Ashley Walker,Nova Scotia,Salazar-Bray,en,1966-10-18,50,23,4369
Megan Oneal,British Columbia,Schmitt-Delgado,fr,1974-05-23,43,28,4371
Nancy Nguyen,New Brunswick,"Simpson, Jimenez and Robertson",en,1964-06-12,52,26,4378
Erin Contreras,Yukon Territory,"Dunlap, Williams and Jackson",fr,1953-08-22,63,28,4387
Theresa Saunders,Newfoundland and Labrador,"Solis, Avila and Sanchez",en,1979-12-11,37,27,4403
Karen Rodriguez,Alberta,Grimes-Hall,en,1970-07-02,46,27,4418
Brian Kelly,British Columbia,"Alvarado, Gomez and Anderson",en,1978-08-23,38,17,4426
Anthony Howe,Alberta,Hill PLC,fr,1995-10-24,21,21,4437
Rachel Smith,New Brunswick,Munoz LLC,en,1947-06-20,69,22,4441
Christopher Thompson,Yukon Territory,Miller-Davis,en,1993-12-15,23,23,4483
Cory Smith,New Brunswick,"Harvey, Ritter and Parker",en,1979-01-07,38,30,4485
Kenneth Phillips,Prince Edward Island,Anderson-Luna,fr,1968-09-29,48,20,4498
Johnny Cooper,Newfoundland and Labrador,"Hall, Massey and Lee",fr,1967-03-19,50,26,4509
Gregg Harper,British Columbia,Ellis LLC,en,1949-02-26,68,22,4513
Laura Johnson,Ontario,"Ward, Scott and Owens",en,1970-11-11,46,21,4516
Robert Arroyo,Alberta,Brown Group,fr,1950-03-10,67,22,4532
Kerri Weeks,Prince Edward Island,Salinas LLC,fr,1947-10-02,69,17,4536
Charles Long,Yukon Territory,"Kelly, Moreno and Mendez",fr,1976-08-17,40,29,4552
Jesse Rivers,Ontario,Hopkins LLC,fr,1967-04-23,50,26,4556
John Daniel,British Columbia,Higgins Ltd,fr,1999-06-25,17,17,4563
Ralph Williams,Nova Scotia,Thompson and Sons,fr,1991-09-15,25,18,4568
Catherine Williams,Manitoba,Rogers Inc,fr,1994-05-19,23,18,4576
Maureen Nguyen,Northwest Territories,"Smith, Anderson and Booker",en,1942-09-15,74,34,4589
Jennifer Mason,Northwest Territories,Ryan-Hanson,fr,1981-02-09,36,24,4600
Elizabeth Butler,Nova Scotia,"Smith, Escobar and Hernandez",fr,1994-09-09,22,22,4601
Vincent Baker,Prince Edward Island,Rose Group,fr,1958-09-13,58,31,4626
Joshua Bishop,Northwest Territories,Martinez LLC,fr,1942-07-20,74,21,4629
Ann Miller,Newfoundland and Labrador,Vance-Jones,fr,1995-12-27,21,20,4631
William Carter,New Brunswick,"Johnson, May and Foster",en,1970-12-02,46,28,4637
Thomas Green,New Brunswick,Rowe-Rodriguez,en,1992-04-22,25,25,4646
Angela Smith,Northwest Territories,Quinn-Cook,en,1994-05-19,23,22,4700
Ashley Suarez,Quebec,Simmons and Sons,fr,1971-02-15,46,28,4707
Steven Madden,Nova Scotia,"Parker, Lee and Rodriguez",fr,1954-01-02,63,34,4716
Tara Gonzalez,New Brunswick,Beck-Schmitt,en,1941-06-24,75,32,4717
Elijah Mercer,Nova Scotia,"Carpenter, Cunningham and Cannon",fr,1954-12-04,62,29,4754
George Contreras,Nova Scotia,"Lane, Le and Knight",en,1946-09-21,70,22,4755
